"Plot Title: 21257935"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 21257935, SEN S/N: 21257935, LBL: PI_Curves_20260120)","Host Connected (LGR S/N: 21257935)","Coupler Attached (LGR S/N: 21257935)","Stopped (LGR S/N: 21257935)","End Of File (LGR S/N: 21257935)"
1,05/02/26 09:00:00 AM,25.319,,,,
2,05/02/26 09:05:00 AM,26.097,,,,
3,05/02/26 09:10:00 AM,25.805,,,,
4,05/02/26 09:15:00 AM,25.708,,,,
5,05/02/26 09:20:00 AM,25.708,,,,
6,05/02/26 09:25:00 AM,25.902,,,,
7,05/02/26 09:30:00 AM,26.000,,,,
8,05/02/26 09:35:00 AM,26.000,,,,
9,05/02/26 09:40:00 AM,26.000,,,,
10,05/02/26 09:45:00 AM,26.000,,,,
11,05/02/26 09:50:00 AM,26.390,,,,
12,05/02/26 09:55:00 AM,26.390,,,,
13,05/02/26 10:00:00 AM,26.488,,,,
14,05/02/26 10:05:00 AM,26.488,,,,
15,05/02/26 10:10:00 AM,26.488,,,,
16,05/02/26 10:15:00 AM,26.488,,,,
17,05/02/26 10:20:00 AM,26.488,,,,
18,05/02/26 10:25:00 AM,26.488,,,,
19,05/02/26 10:30:00 AM,26.585,,,,
20,05/02/26 10:35:00 AM,26.585,,,,
21,05/02/26 10:40:00 AM,26.683,,,,
22,05/02/26 10:45:00 AM,26.683,,,,
23,05/02/26 10:50:00 AM,26.683,,,,
24,05/02/26 10:55:00 AM,26.683,,,,
25,05/02/26 11:00:00 AM,26.683,,,,
26,05/02/26 11:05:00 AM,26.683,,,,
27,05/02/26 11:10:00 AM,26.781,,,,
28,05/02/26 11:15:00 AM,26.781,,,,
29,05/02/26 11:20:00 AM,26.781,,,,
30,05/02/26 11:25:00 AM,26.781,,,,
31,05/02/26 11:30:00 AM,26.879,,,,
32,05/02/26 11:35:00 AM,26.879,,,,
33,05/02/26 11:40:00 AM,26.879,,,,
34,05/02/26 11:45:00 AM,26.879,,,,
35,05/02/26 11:50:00 AM,26.977,,,,
36,05/02/26 11:55:00 AM,26.977,,,,
37,05/02/26 12:00:00 PM,26.977,,,,
38,05/02/26 12:05:00 PM,26.977,,,,
39,05/02/26 12:10:00 PM,26.977,,,,
40,05/02/26 12:15:00 PM,27.075,,,,
41,05/02/26 12:20:00 PM,27.075,,,,
42,05/02/26 12:25:00 PM,27.075,,,,
43,05/02/26 12:30:00 PM,27.075,,,,
44,05/02/26 12:35:00 PM,27.075,,,,
45,05/02/26 12:40:00 PM,27.075,,,,
46,05/02/26 12:45:00 PM,27.075,,,,
47,05/02/26 12:50:00 PM,27.075,,,,
48,05/02/26 12:55:00 PM,27.173,,,,
49,05/02/26 01:00:00 PM,27.173,,,,
50,05/02/26 01:05:00 PM,27.173,,,,
51,05/02/26 01:10:00 PM,27.173,,,,
52,05/02/26 01:15:00 PM,27.173,,,,
53,05/02/26 01:20:00 PM,27.173,,,,
54,05/02/26 01:25:00 PM,27.173,,,,
55,05/02/26 01:30:00 PM,27.173,,,,
56,05/02/26 01:35:00 PM,27.173,,,,
57,05/02/26 01:40:00 PM,27.173,,,,
58,05/02/26 01:45:00 PM,27.173,,,,
59,05/02/26 01:50:00 PM,27.173,,,,
60,05/02/26 01:55:00 PM,27.173,,,,
61,05/02/26 02:00:00 PM,27.173,,,,
62,05/02/26 02:05:00 PM,27.173,,,,
63,05/02/26 02:10:00 PM,27.173,,,,
64,05/02/26 02:15:00 PM,27.173,,,,
65,05/02/26 02:20:00 PM,27.173,,,,
66,05/02/26 02:25:00 PM,27.173,,,,
67,05/02/26 02:30:00 PM,27.173,,,,
68,05/02/26 02:35:00 PM,27.173,,,,
69,05/02/26 02:40:00 PM,27.173,,,,
70,05/02/26 02:45:00 PM,27.173,,,,
71,05/02/26 02:50:00 PM,27.173,,,,
72,05/02/26 02:55:00 PM,27.173,,,,
73,05/02/26 03:00:00 PM,27.173,,,,
74,05/02/26 03:05:00 PM,27.173,,,,
75,05/02/26 03:10:00 PM,27.173,,,,
76,05/02/26 03:15:00 PM,27.075,,,,
77,05/02/26 03:20:00 PM,27.075,,,,
78,05/02/26 03:25:00 PM,27.075,,,,
79,05/02/26 03:30:00 PM,27.075,,,,
80,05/02/26 03:35:00 PM,27.075,,,,
81,05/02/26 03:40:00 PM,27.075,,,,
82,05/02/26 03:45:00 PM,27.075,,,,
83,05/02/26 03:50:00 PM,27.075,,,,
84,05/02/26 03:55:00 PM,27.075,,,,
85,05/02/26 04:00:00 PM,27.075,,,,
86,05/02/26 04:05:00 PM,27.075,,,,
87,05/02/26 04:10:00 PM,27.075,,,,
88,05/02/26 04:15:00 PM,27.075,,,,
89,05/02/26 04:20:00 PM,26.977,,,,
90,05/02/26 04:25:00 PM,26.977,,,,
91,05/02/26 04:30:00 PM,26.977,,,,
92,05/02/26 04:35:00 PM,26.977,,,,
93,05/02/26 04:40:00 PM,26.977,,,,
94,05/02/26 04:45:00 PM,26.879,,,,
95,05/02/26 04:50:00 PM,26.879,,,,
96,05/02/26 04:55:00 PM,26.879,,,,
97,05/02/26 05:00:00 PM,26.879,,,,
98,05/02/26 05:05:00 PM,26.781,,,,
99,05/02/26 05:10:00 PM,26.781,,,,
100,05/02/26 05:15:00 PM,26.781,,,,
101,05/02/26 05:20:00 PM,26.781,,,,
102,05/02/26 05:25:00 PM,26.781,,,,
103,05/02/26 05:30:00 PM,26.781,,,,
104,05/02/26 05:35:00 PM,26.781,,,,
105,05/02/26 05:40:00 PM,26.683,,,,
106,05/02/26 05:45:00 PM,26.683,,,,
107,05/02/26 05:50:00 PM,26.683,,,,
108,05/02/26 05:55:00 PM,26.683,,,,
109,05/02/26 06:00:00 PM,26.585,,,,
110,05/02/26 06:05:00 PM,26.585,,,,
111,05/02/26 06:10:00 PM,26.585,,,,
112,05/02/26 06:15:00 PM,26.585,,,,
113,05/02/26 06:20:00 PM,26.585,,,,
114,05/02/26 06:25:00 PM,26.585,,,,
115,05/02/26 06:30:00 PM,26.585,,,,
116,05/02/26 06:35:00 PM,26.585,,,,
117,05/02/26 06:40:00 PM,26.488,,,,
118,05/02/26 06:45:00 PM,26.488,,,,
119,05/02/26 06:50:00 PM,26.585,,,,
120,05/02/26 06:55:00 PM,26.585,,,,
121,05/02/26 07:00:00 PM,26.585,,,,
122,05/02/26 07:05:00 PM,26.585,,,,
123,05/02/26 07:10:00 PM,26.585,,,,
124,05/02/26 07:15:00 PM,26.683,,,,
125,05/02/26 07:20:00 PM,26.683,,,,
126,05/02/26 07:25:00 PM,26.683,,,,
127,05/02/26 07:30:00 PM,26.683,,,,
128,05/02/26 07:35:00 PM,26.683,,,,
129,05/02/26 07:40:00 PM,26.683,,,,
130,05/02/26 07:45:00 PM,26.683,,,,
131,05/02/26 07:50:00 PM,26.683,,,,
132,05/02/26 07:55:00 PM,26.683,,,,
133,05/02/26 08:00:00 PM,26.683,,,,
134,05/02/26 08:05:00 PM,26.683,,,,
135,05/02/26 08:10:00 PM,26.683,,,,
136,05/02/26 08:15:00 PM,26.585,,,,
137,05/02/26 08:20:00 PM,26.585,,,,
138,05/02/26 08:25:00 PM,26.585,,,,
139,05/02/26 08:30:00 PM,26.585,,,,
140,05/02/26 08:35:00 PM,26.585,,,,
141,05/02/26 08:40:00 PM,26.585,,,,
142,05/02/26 08:45:00 PM,26.585,,,,
143,05/02/26 08:50:00 PM,26.585,,,,
144,05/02/26 08:55:00 PM,26.585,,,,
145,05/02/26 09:00:00 PM,26.585,,,,
146,05/02/26 09:05:00 PM,26.585,,,,
147,05/02/26 09:10:00 PM,26.585,,,,
148,05/02/26 09:15:00 PM,26.488,,,,
149,05/02/26 09:20:00 PM,26.488,,,,
150,05/02/26 09:25:00 PM,26.488,,,,
151,05/02/26 09:30:00 PM,26.488,,,,
152,05/02/26 09:35:00 PM,26.488,,,,
153,05/02/26 09:40:00 PM,26.488,,,,
154,05/02/26 09:45:00 PM,26.488,,,,
155,05/02/26 09:50:00 PM,26.488,,,,
156,05/02/26 09:55:00 PM,26.488,,,,
157,05/02/26 10:00:00 PM,26.488,,,,
158,05/02/26 10:05:00 PM,26.488,,,,
159,05/02/26 10:10:00 PM,26.488,,,,
160,05/02/26 10:15:00 PM,26.390,,,,
161,05/02/26 10:20:00 PM,26.390,,,,
162,05/02/26 10:25:00 PM,26.390,,,,
163,05/02/26 10:30:00 PM,26.390,,,,
164,05/02/26 10:35:00 PM,26.390,,,,
165,05/02/26 10:40:00 PM,26.390,,,,
166,05/02/26 10:45:00 PM,26.390,,,,
167,05/02/26 10:50:00 PM,26.390,,,,
168,05/02/26 10:55:00 PM,26.390,,,,
169,05/02/26 11:00:00 PM,26.390,,,,
170,05/02/26 11:05:00 PM,26.390,,,,
171,05/02/26 11:10:00 PM,26.390,,,,
172,05/02/26 11:15:00 PM,26.390,,,,
173,05/02/26 11:20:00 PM,26.390,,,,
174,05/02/26 11:25:00 PM,26.390,,,,
175,05/02/26 11:30:00 PM,26.390,,,,
176,05/02/26 11:35:00 PM,26.390,,,,
177,05/02/26 11:40:00 PM,26.390,,,,
178,05/02/26 11:45:00 PM,26.390,,,,
179,05/02/26 11:50:00 PM,26.390,,,,
180,05/02/26 11:55:00 PM,26.390,,,,
181,05/03/26 12:00:00 AM,26.390,,,,
182,05/03/26 12:05:00 AM,26.390,,,,
183,05/03/26 12:10:00 AM,26.390,,,,
184,05/03/26 12:15:00 AM,26.292,,,,
185,05/03/26 12:20:00 AM,26.292,,,,
186,05/03/26 12:25:00 AM,26.292,,,,
187,05/03/26 12:30:00 AM,26.292,,,,
188,05/03/26 12:35:00 AM,26.292,,,,
189,05/03/26 12:40:00 AM,26.292,,,,
190,05/03/26 12:45:00 AM,26.292,,,,
191,05/03/26 12:50:00 AM,26.292,,,,
192,05/03/26 12:55:00 AM,26.292,,,,
193,05/03/26 01:00:00 AM,26.292,,,,
194,05/03/26 01:05:00 AM,26.292,,,,
195,05/03/26 01:10:00 AM,26.292,,,,
196,05/03/26 01:15:00 AM,26.292,,,,
197,05/03/26 01:20:00 AM,26.292,,,,
198,05/03/26 01:25:00 AM,26.292,,,,
199,05/03/26 01:30:00 AM,26.292,,,,
200,05/03/26 01:35:00 AM,26.292,,,,
201,05/03/26 01:40:00 AM,26.292,,,,
202,05/03/26 01:45:00 AM,26.292,,,,
203,05/03/26 01:50:00 AM,26.292,,,,
204,05/03/26 01:55:00 AM,26.292,,,,
205,05/03/26 02:00:00 AM,26.292,,,,
206,05/03/26 02:05:00 AM,26.292,,,,
207,05/03/26 02:10:00 AM,26.292,,,,
208,05/03/26 02:15:00 AM,26.292,,,,
209,05/03/26 02:20:00 AM,26.292,,,,
210,05/03/26 02:25:00 AM,26.292,,,,
211,05/03/26 02:30:00 AM,26.292,,,,
212,05/03/26 02:35:00 AM,26.292,,,,
213,05/03/26 02:40:00 AM,26.292,,,,
214,05/03/26 02:45:00 AM,26.292,,,,
215,05/03/26 02:50:00 AM,26.292,,,,
216,05/03/26 02:55:00 AM,26.292,,,,
217,05/03/26 03:00:00 AM,26.292,,,,
218,05/03/26 03:05:00 AM,26.292,,,,
219,05/03/26 03:10:00 AM,26.292,,,,
220,05/03/26 03:15:00 AM,26.292,,,,
221,05/03/26 03:20:00 AM,26.292,,,,
222,05/03/26 03:25:00 AM,26.292,,,,
223,05/03/26 03:30:00 AM,26.292,,,,
224,05/03/26 03:35:00 AM,26.292,,,,
225,05/03/26 03:40:00 AM,26.195,,,,
226,05/03/26 03:45:00 AM,26.195,,,,
227,05/03/26 03:50:00 AM,26.195,,,,
228,05/03/26 03:55:00 AM,26.195,,,,
229,05/03/26 04:00:00 AM,26.195,,,,
230,05/03/26 04:05:00 AM,26.195,,,,
231,05/03/26 04:10:00 AM,26.195,,,,
232,05/03/26 04:15:00 AM,26.195,,,,
233,05/03/26 04:20:00 AM,26.195,,,,
234,05/03/26 04:25:00 AM,26.195,,,,
235,05/03/26 04:30:00 AM,26.195,,,,
236,05/03/26 04:35:00 AM,26.195,,,,
237,05/03/26 04:40:00 AM,26.195,,,,
238,05/03/26 04:45:00 AM,26.195,,,,
239,05/03/26 04:50:00 AM,26.195,,,,
240,05/03/26 04:55:00 AM,26.195,,,,
241,05/03/26 05:00:00 AM,26.195,,,,
242,05/03/26 05:05:00 AM,26.195,,,,
243,05/03/26 05:10:00 AM,26.097,,,,
244,05/03/26 05:15:00 AM,26.097,,,,
245,05/03/26 05:20:00 AM,26.097,,,,
246,05/03/26 05:25:00 AM,26.097,,,,
247,05/03/26 05:30:00 AM,26.097,,,,
248,05/03/26 05:35:00 AM,26.097,,,,
249,05/03/26 05:40:00 AM,26.097,,,,
250,05/03/26 05:45:00 AM,26.097,,,,
251,05/03/26 05:50:00 AM,26.097,,,,
252,05/03/26 05:55:00 AM,26.097,,,,
253,05/03/26 06:00:00 AM,26.097,,,,
254,05/03/26 06:05:00 AM,26.097,,,,
255,05/03/26 06:10:00 AM,26.097,,,,
256,05/03/26 06:15:00 AM,26.097,,,,
257,05/03/26 06:20:00 AM,26.097,,,,
258,05/03/26 06:25:00 AM,26.097,,,,
259,05/03/26 06:30:00 AM,26.097,,,,
260,05/03/26 06:35:00 AM,26.097,,,,
261,05/03/26 06:40:00 AM,26.000,,,,
262,05/03/26 06:45:00 AM,26.000,,,,
263,05/03/26 06:50:00 AM,26.000,,,,
264,05/03/26 06:55:00 AM,26.000,,,,
265,05/03/26 07:00:00 AM,26.000,,,,
266,05/03/26 07:05:00 AM,26.000,,,,
267,05/03/26 07:10:00 AM,26.000,,,,
268,05/03/26 07:15:00 AM,26.000,,,,
269,05/03/26 07:20:00 AM,26.000,,,,
270,05/03/26 07:25:00 AM,26.000,,,,
271,05/03/26 07:30:00 AM,26.000,,,,
272,05/03/26 07:35:00 AM,26.000,,,,
273,05/03/26 07:40:00 AM,26.000,,,,
274,05/03/26 07:45:00 AM,26.000,,,,
275,05/03/26 07:50:00 AM,26.000,,,,
276,05/03/26 07:55:00 AM,26.000,,,,
277,05/03/26 08:00:00 AM,26.000,,,,
278,05/03/26 08:05:00 AM,26.000,,,,
279,05/03/26 08:10:00 AM,26.000,,,,
280,05/03/26 08:15:00 AM,26.000,,,,
281,05/03/26 08:20:00 AM,26.000,,,,
282,05/03/26 08:25:00 AM,26.000,,,,
283,05/03/26 08:30:00 AM,26.097,,,,
284,05/03/26 08:35:00 AM,26.097,,,,
285,05/03/26 08:40:00 AM,26.097,,,,
286,05/03/26 08:45:00 AM,26.097,,,,
287,05/03/26 08:50:00 AM,26.097,,,,
288,05/03/26 08:55:00 AM,26.097,,,,
289,05/03/26 09:00:00 AM,26.097,,,,
290,05/03/26 09:05:00 AM,26.097,,,,
291,05/03/26 09:10:00 AM,26.195,,,,
292,05/03/26 09:15:00 AM,26.195,,,,
293,05/03/26 09:20:00 AM,26.195,,,,
294,05/03/26 09:25:00 AM,26.195,,,,
295,05/03/26 09:30:00 AM,26.195,,,,
296,05/03/26 09:35:00 AM,26.292,,,,
297,05/03/26 09:40:00 AM,26.292,,,,
298,05/03/26 09:45:00 AM,26.292,,,,
299,05/03/26 09:50:00 AM,26.292,,,,
300,05/03/26 09:55:00 AM,26.292,,,,
301,05/03/26 10:00:00 AM,26.292,,,,
302,05/03/26 10:05:00 AM,26.390,,,,
303,05/03/26 10:10:00 AM,26.390,,,,
304,05/03/26 10:15:00 AM,26.390,,,,
305,05/03/26 10:20:00 AM,26.390,,,,
306,05/03/26 10:25:00 AM,26.488,,,,
307,05/03/26 10:30:00 AM,26.488,,,,
308,05/03/26 10:35:00 AM,26.488,,,,
309,05/03/26 10:40:00 AM,26.488,,,,
310,05/03/26 10:45:00 AM,26.488,,,,
311,05/03/26 10:50:00 AM,26.488,,,,
312,05/03/26 10:55:00 AM,26.585,,,,
313,05/03/26 11:00:00 AM,26.585,,,,
314,05/03/26 11:05:00 AM,26.585,,,,
315,05/03/26 11:10:00 AM,26.585,,,,
316,05/03/26 11:15:00 AM,26.683,,,,
317,05/03/26 11:20:00 AM,26.683,,,,
318,05/03/26 11:25:00 AM,26.683,,,,
319,05/03/26 11:30:00 AM,26.683,,,,
320,05/03/26 11:35:00 AM,26.683,,,,
321,05/03/26 11:40:00 AM,26.781,,,,
